,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_preprocessing__bow__ngram_range,param_select__percentile,param_clf__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
7,0,30,0.8040002822875977,0.06203305589182816,0.13279833793640136,0.056193740967777225,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.8333333333333334,0.5,0.5,0.6666666666666666,1.0,0.7,0.19436506316151,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
108,0,30,0.7597998142242431,0.052969560577692976,0.11999979019165039,0.033673847857642804,RandomForestClassifier(random_state=0),,"(1, 1)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.8333333333333334,0.5,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666667,0.23570226039551584,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
95,0,30,0.8534002780914307,0.061861038160115324,0.12839884757995607,0.03751509853668953,RandomForestClassifier(random_state=0),,"(1, 2)",60,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 60}",0.8333333333333334,0.5,0.5,0.5,1.0,0.6666666666666667,0.21081851067789195,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
106,0,30,0.8462002754211426,0.07901165654036445,0.12379961013793946,0.03246836289642082,RandomForestClassifier(random_state=0),,"(1, 1)",30,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.8333333333333334,0.5,0.5,0.5,1.0,0.6666666666666667,0.21081851067789195,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
49,0,30,0.7534001350402832,0.053049929851475344,0.1264012336730957,0.05458866068531952,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
61,0,30,1.7133022785186767,0.3295540692122456,0.16959972381591798,0.04991168141687057,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 70}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
70,0,30,0.7759123802185058,0.0761139904648567,0.14059958457946778,0.03435138902769067,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,0.9565217391304348,1.0,1.0,1.0,1.0,0.9913043478260869,0.017391304347826077
82,0,30,1.624797534942627,0.3289594391943816,0.16560120582580568,0.04410322649018764,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 70}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0,30,1.6723196029663085,0.3662039734190149,0.16499857902526854,0.040056476923407074,"LogisticRegression(C=1, random_state=0)",1,"(1, 3)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 70}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
112,0,30,0.8260008811950683,0.0594706870875957,0.1250004768371582,0.031591154682908455,RandomForestClassifier(random_state=0),,"(1, 2)",20,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
87,0,30,0.768000602722168,0.05527767292381064,0.12039985656738281,0.03191083286017511,RandomForestClassifier(random_state=0),,"(1, 1)",50,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
28,0,30,0.7492002010345459,0.060677729312249275,0.12879700660705568,0.043019967494566214,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
40,0,30,1.6343983173370362,0.3753957414523609,0.15240039825439453,0.04162152214138166,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 70}",0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.18257418583505536,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
118,0,30,0.8093997001647949,0.058456857406429474,0.12319989204406738,0.033825295894745616,RandomForestClassifier(random_state=0),,"(1, 2)",80,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 80}",0.8333333333333334,0.5,0.6666666666666666,0.5,0.8,0.6599999999999999,0.14204850501775013,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
215,3,810,18.808046102523804,0.7308929982157014,3.9705734729766844,0.7468249854949341,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6481481481481481,0.5802469135802469,0.6728395061728395,0.6481481481481481,0.6956521739130435,0.6490069779924853,0.03866053630593567,15,0.9984544049459042,1.0,0.9876352395672334,0.9891808346213292,0.9891975308641975,0.9928936019997329,0.005225311107693897
218,3,810,19.938450288772582,1.05433207021875,4.467822122573852,1.1272990021141251,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6481481481481481,0.5802469135802469,0.6790123456790124,0.6481481481481481,0.6894409937888198,0.6489993098688751,0.03811732693880706,16,1.0,0.9984544049459042,0.9876352395672334,0.9845440494590417,0.9876543209876543,0.9916576029919668,0.006302387211734373
216,3,810,18.356907987594603,1.751933567991452,3.9566485404968263,0.7019174420954856,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6604938271604939,0.5864197530864198,0.6851851851851852,0.6419753086419753,0.6645962732919255,0.6477340694732,0.033592678137429395,17,0.9938176197836167,0.9969088098918083,0.9876352395672334,0.9845440494590417,0.9876543209876543,0.9901120079378709,0.004541031695141535
96,0,30,0.8212020397186279,0.05752245975715552,0.12659845352172852,0.035031954857784424,RandomForestClassifier(random_state=0),,"(1, 2)",70,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 70}",0.6666666666666666,0.5,0.5,0.5,1.0,0.6333333333333333,0.19436506316151,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
91,0,30,0.8127032279968261,0.05623577975943683,0.12480001449584961,0.03240609100137002,RandomForestClassifier(random_state=0),,"(1, 2)",20,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.5,1.0,0.6333333333333333,0.19436506316151,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
86,0,30,0.7727211475372314,0.05409232791546272,0.11980085372924805,0.03266990329677668,RandomForestClassifier(random_state=0),,"(1, 1)",40,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,1.0,0.6333333333333333,0.22110831935702666,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
115,0,30,0.8533981323242188,0.07716647626886365,0.1252004623413086,0.032256796299769165,RandomForestClassifier(random_state=0),,"(1, 2)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.6666666666666666,0.5,0.5,0.5,1.0,0.6333333333333333,0.19436506316151,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
104,0,30,0.8989984035491944,0.10405051018192991,0.1324002742767334,0.03451793587060624,RandomForestClassifier(random_state=0),,"(1, 3)",80,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 80}",0.6666666666666666,0.5,0.5,0.5,1.0,0.6333333333333333,0.19436506316151,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
213,3,810,17.47578921318054,1.6147477919252566,4.214115905761719,1.1928128821160926,RandomForestClassifier(random_state=0),,"(1, 1)",40,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.6172839506172839,0.6419753086419753,0.6049382716049383,0.6358024691358025,0.6459627329192547,0.6291925465838509,0.015610341087556203,23,1.0,1.0,1.0,1.0,1.0,1.0,0.0
150,1,90,2.190319299697876,0.5755504827341195,0.4646003246307373,0.04798880029905235,RandomForestClassifier(random_state=0),,"(1, 3)",60,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 60}",0.6666666666666666,0.7222222222222222,0.7222222222222222,0.5,0.5294117647058824,0.6281045751633987,0.09524111600635836,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
116,0,30,0.8078004360198975,0.053687446557473706,0.12360062599182128,0.033856883460951066,RandomForestClassifier(random_state=0),,"(1, 2)",60,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 60}",0.8333333333333334,0.5,0.5,0.5,0.8,0.6266666666666667,0.15549205052920803,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62,0,30,1.7308570384979247,0.4234366984532833,0.14759974479675292,0.044173971051226654,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 80}",0.6666666666666666,0.5,0.5,0.6666666666666666,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20,0,30,1.7541973114013671,0.42942239381459174,0.17000036239624022,0.04581709321116522,"LogisticRegression(C=1, random_state=0)",1,"(1, 3)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 80}",0.6666666666666666,0.5,0.5,0.6666666666666666,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
83,0,30,1.6884448051452636,0.3781283144219827,0.163401460647583,0.04373303468535048,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 80}",0.6666666666666666,0.5,0.5,0.6666666666666666,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41,0,30,1.7698493003845215,0.37204993927947605,0.1584012985229492,0.05282741394405191,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 80}",0.6666666666666666,0.5,0.5,0.6666666666666666,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
97,0,30,0.8960009574890136,0.13164998785369622,0.13180203437805177,0.027822448812383015,RandomForestClassifier(random_state=0),,"(1, 2)",80,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 80}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
88,0,30,0.7732017993927002,0.051503332322686154,0.12359943389892578,0.03950671586759459,RandomForestClassifier(random_state=0),,"(1, 1)",60,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 60}",0.6666666666666666,0.5,0.6666666666666666,0.5,0.8,0.6266666666666666,0.11430952132988166,26,1.0,1.0,1.0,1.0,1.0,1.0,0.0
217,3,810,16.676860761642455,0.9978199705381772,4.389931392669678,1.3454984486994563,RandomForestClassifier(random_state=0),,"(1, 1)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.5802469135802469,0.6358024691358025,0.6172839506172839,0.5925925925925926,0.6708074534161491,0.619346675868415,0.032149127441530714,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0
179,1,90,2.525516223907471,0.7528025361359836,0.5161987781524658,0.12730036076589743,RandomForestClassifier(random_state=0),,"(1, 2)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.6111111111111112,0.7222222222222222,0.7222222222222222,0.5,0.5294117647058824,0.6169934640522876,0.09331538979124049,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
193,1,90,2.163816499710083,0.7861050663003838,0.44918055534362794,0.10458517383033035,RandomForestClassifier(random_state=0),,"(1, 1)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.6111111111111112,0.7222222222222222,0.7222222222222222,0.5,0.5294117647058824,0.6169934640522876,0.09331538979124049,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0
214,3,810,16.76134624481201,1.4316249665912937,4.514399099349975,1.1773197960866402,RandomForestClassifier(random_state=0),,"(1, 1)",30,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.5864197530864198,0.6172839506172839,0.5925925925925926,0.6481481481481481,0.6273291925465838,0.6143547273982056,0.02268420455574373,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
208,2,270,6.824001264572144,0.6172739827996118,1.4439999103546142,0.5203130383974242,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6481481481481481,0.5555555555555556,0.5740740740740741,0.7037037037037037,0.5849056603773585,0.613277428371768,0.05489363018941268,36,1.0,1.0,0.9953488372093023,0.9953488372093023,1.0,0.9981395348837209,0.00227859510956574
211,2,270,7.050028371810913,1.8834344588069578,1.4543138980865478,0.5322491717685396,RandomForestClassifier(random_state=0),,"(1, 1)",50,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.6851851851851852,0.5185185185185185,0.5925925925925926,0.7407407407407407,0.5283018867924528,0.613067784765898,0.08722999235616852,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0
202,2,270,6.988318204879761,0.4220620621966397,1.2803980827331543,0.19980398826300508,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6481481481481481,0.5555555555555556,0.5185185185185185,0.6851851851851852,0.6226415094339622,0.6060097833682739,0.06086271581239689,38,1.0,1.0,0.9906976744186047,0.986046511627907,1.0,0.9953488372093023,0.005883307274731851
209,2,270,6.549019622802734,0.6629849554893791,1.1954009532928467,0.19585671597193038,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.5370370370370371,0.5740740740740741,0.7037037037037037,0.5471698113207547,0.6057302585604473,0.06702572710017969,39,1.0,1.0,0.9953488372093023,0.9953488372093023,1.0,0.9981395348837209,0.00227859510956574
200,2,270,5.443999719619751,0.41168948229201474,1.350118923187256,0.34741473916597476,RandomForestClassifier(random_state=0),,"(1, 1)",30,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.6851851851851852,0.5370370370370371,0.6481481481481481,0.6666666666666666,0.49056603773584906,0.6055206149545772,0.07721003204778289,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0
201,2,270,6.0665178298950195,1.202705058540525,1.1576006412506104,0.21727550519329633,RandomForestClassifier(random_state=0),,"(1, 1)",40,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.6296296296296297,0.46296296296296297,0.6111111111111112,0.7037037037037037,0.6037735849056604,0.6022361984626136,0.07813349659280272,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0
85,0,30,0.7708005428314209,0.06235882639253442,0.12120051383972168,0.03454430749899247,RandomForestClassifier(random_state=0),,"(1, 1)",30,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0,30,0.6744014739990234,0.04680858622762053,0.10258336067199707,0.031908509825032544,"LogisticRegression(C=1, random_state=0)",1,"(1, 1)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.5,0.16666666666666666,0.5,0.8333333333333334,1.0,0.6,0.2905932629027116,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65,0,30,0.7084362983703614,0.07976586206293242,0.11240172386169434,0.03184195680174539,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.5,0.16666666666666666,0.5,0.8333333333333334,1.0,0.6,0.2905932629027116,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0,30,0.6598078727722168,0.0689837319073631,0.10200200080871583,0.03195554851408468,"LogisticRegression(C=1, random_state=0)",1,"(1, 1)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.5,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12,0,30,1.3468000411987304,0.3593387632012121,0.1604008674621582,0.045446982836021804,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 70}",0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54,0,30,1.2701438903808593,0.3422309585051011,0.1471996307373047,0.04952503982165025,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 2)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 70}",0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
44,0,30,0.7844007015228271,0.08827757427331637,0.11340112686157226,0.03478920733588034,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 1)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.5,0.16666666666666666,0.5,0.8333333333333334,1.0,0.6,0.2905932629027116,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
63,0,30,0.6457132816314697,0.060055918875287,0.10492100715637206,0.031030818822167988,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 20}",0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23,0,30,0.6716008663177491,0.05075597721879257,0.10780181884765624,0.03234459614695837,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 1)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.5,0.16666666666666666,0.5,0.8333333333333334,1.0,0.6,0.2905932629027116,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
107,0,30,0.7768002033233643,0.05823746898306819,0.12060046195983887,0.033155682013652196,RandomForestClassifier(random_state=0),,"(1, 1)",40,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
33,0,30,1.2531989574432374,0.31750096166633107,0.1556008815765381,0.052637627273076144,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 70}",0.3333333333333333,0.5,0.5,0.6666666666666666,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
22,0,30,0.6440008640289306,0.04917453916482692,0.10739784240722657,0.0354558575378314,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 1)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.5,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6,0.22607766610417562,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
195,1,90,2.47582426071167,0.778207119601535,0.5537990093231201,0.09953089347766042,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.6666666666666666,0.7222222222222222,0.6111111111111112,0.5,0.47058823529411764,0.5941176470588235,0.09600059093898744,54,1.0,1.0,1.0,1.0,1.0,1.0,0.0
