,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_preprocessing__bow__ngram_range,param_select__percentile,param_clf__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18,0,30,1.555919885635376,0.3639960954956806,0.15020031929016114,0.04730108804241749,"LogisticRegression(C=1, random_state=0)",1,"(1, 3)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 60}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0,30,0.9305239200592041,0.17085371834413138,0.13719873428344725,0.04273156681110956,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17,0,30,1.524597454071045,0.2971487154216121,0.16500258445739746,0.04661088827646889,"LogisticRegression(C=1, random_state=0)",1,"(1, 3)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 50}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60,0,30,1.6067235946655274,0.3558534143273036,0.16740055084228517,0.045196960125765955,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 60}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
94,0,30,0.8204008102416992,0.07579029222337026,0.12459917068481445,0.032604615960027644,RandomForestClassifier(random_state=0),,"(1, 2)",50,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
39,0,30,1.5858731269836426,0.3211250966256867,0.15580086708068847,0.0397871190021149,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 60}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35,0,30,1.1103970050811767,0.23351128809456456,0.1556008815765381,0.047142125760961655,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
113,0,30,0.8893102645874024,0.1166297304258267,0.1267995834350586,0.03402038604445873,RandomForestClassifier(random_state=0),,"(1, 2)",30,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
114,0,30,0.8331996440887451,0.055740110912468825,0.13130669593811034,0.034655800217156627,RandomForestClassifier(random_state=0),,"(1, 2)",40,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
100,0,30,0.9133992195129395,0.05852839060555186,0.13640141487121582,0.04599770845002298,RandomForestClassifier(random_state=0),,"(1, 3)",40,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
98,0,30,0.9228000640869141,0.0850842700415922,0.13280034065246582,0.0339021163675947,RandomForestClassifier(random_state=0),,"(1, 3)",20,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
29,0,30,0.9705989837646485,0.14989624866720697,0.1549989700317383,0.04773681548814589,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
121,0,30,0.5408011913299561,0.017428571581205733,0.07739944458007812,0.022483208846646428,RandomForestClassifier(random_state=0),,"(1, 3)",40,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
37,0,30,1.348395538330078,0.32477108421809364,0.15059976577758788,0.045874570811023294,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
38,0,30,1.47883882522583,0.28683854961419625,0.15859851837158204,0.05615949559289668,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 50}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50,0,30,1.0031921863555908,0.20096515776585613,0.15079984664916993,0.05247547881155352,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 2)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
56,0,30,1.1606110095977784,0.23159440141846943,0.16580071449279785,0.044553044399266495,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58,0,30,1.3698580265045166,0.3575587353067687,0.15720114707946778,0.046419412394203254,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
81,0,30,1.5512014865875243,0.3730198841081668,0.15739784240722657,0.043444963400878375,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 60}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
80,0,30,1.4452648639678956,0.2578010757347617,0.1699986934661865,0.05177832788889917,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 50}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,0,30,1.3553969383239746,0.3433804640092915,0.1598001480102539,0.048702461645897484,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
77,0,30,1.165691900253296,0.22387926335553526,0.19459915161132812,0.056342502319173836,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",20,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 20}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,0.9565217391304348,1.0,1.0,1.0,1.0,0.9913043478260869,0.017391304347826077
59,0,30,1.5055552959442138,0.2937752428857533,0.17600321769714355,0.04987220819904589,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 50}",0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.5133333333333333,0.13597385369580758,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
92,0,30,0.8114009857177734,0.059267208211092534,0.12479867935180664,0.03295165261130943,RandomForestClassifier(random_state=0),,"(1, 2)",30,gini,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'gini', 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.6666666666666666,0.5,0.5,0.5,0.4,0.5133333333333333,0.08589399151150082,160,1.0,1.0,1.0,1.0,1.0,1.0,0.0
143,0,30,0.41859989166259765,0.034581094614516625,0.07680001258850097,0.024441771430459894,SVC(random_state=0),,"(1, 3)",50,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 50}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.7391304347826086,0.5217391304347826,0.7083333333333334,0.6460144927536232,0.07671924993265343
142,0,30,0.4455997467041016,0.03906707890456584,0.06820054054260254,0.020094438148265597,SVC(random_state=0),,"(1, 3)",40,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 40}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.7391304347826086,0.5217391304347826,0.7083333333333334,0.6460144927536232,0.07671924993265343
141,0,30,0.43159990310668944,0.039317370644817655,0.07279934883117675,0.023994244821700608,SVC(random_state=0),,"(1, 3)",30,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.7391304347826086,0.7391304347826086,0.7083333333333334,0.6894927536231884,0.05138800188838084
133,0,30,0.3953153133392334,0.0354072895939352,0.06799917221069336,0.019163037827215162,SVC(random_state=0),,"(1, 2)",20,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 20}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.782608695652174,0.6956521739130435,0.7083333333333334,0.6894927536231885,0.05828267671767506
140,0,30,0.4391166687011719,0.03454921817292061,0.07199931144714355,0.025982543997598355,SVC(random_state=0),,"(1, 3)",20,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 20}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6956521739130435,0.7083333333333334,0.7068840579710145,0.08857491545563627
135,0,30,0.3826001644134521,0.03932769351118285,0.07020001411437989,0.03328259721717256,SVC(random_state=0),,"(1, 2)",40,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.5217391304347826,0.7083333333333334,0.6373188405797101,0.06759358763734206
134,0,30,0.3789999485015869,0.03106786745462039,0.06760010719299317,0.025365835230854856,SVC(random_state=0),,"(1, 2)",30,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7083333333333334,0.6721014492753624,0.03698492798601403
128,0,30,0.506103515625,0.0942361967859994,0.08420109748840332,0.0191141766449577,SVC(random_state=0),,"(1, 1)",40,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 40}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.5652173913043478,0.7083333333333334,0.6460144927536232,0.05349082763466836
127,0,30,0.35720105171203614,0.0386441041097744,0.07439980506896973,0.028780788691638217,SVC(random_state=0),,"(1, 1)",30,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 30}",0.8333333333333334,0.5,0.5,0.5,0.2,0.5066666666666667,0.20044395171163878,186,0.6521739130434783,0.6086956521739131,0.7391304347826086,0.7391304347826086,0.7083333333333334,0.6894927536231884,0.05138800188838084
66,0,30,0.7782467365264892,0.10008337845582246,0.11052231788635254,0.03760465992309074,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 50}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67,0,30,0.694527530670166,0.04983415994338291,0.1121206283569336,0.03346911854230612,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 60}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68,0,30,0.7474226951599121,0.06359067321792732,0.11519947052001953,0.03452368350274827,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 70}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
47,0,30,0.7581992626190186,0.09111539219291216,0.11880011558532715,0.033211350035603146,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 1)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 70}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
46,0,30,0.7147992134094239,0.045909381853879515,0.13440093994140626,0.037642303198412615,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 1)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 60}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
25,0,30,0.6918336391448975,0.05201145219641491,0.1141995906829834,0.04063602204596081,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 1)",60,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 60}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26,0,30,0.7027987957000732,0.04966168961036058,0.11099872589111329,0.03441339726606102,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 1)",70,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 70}",0.5,0.16666666666666666,0.5,0.3333333333333333,1.0,0.5,0.27888667551135854,195,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,0,30,0.8834633827209473,0.10009863721839149,0.12808728218078613,0.041138448892029784,"LogisticRegression(C=1, random_state=0)",1,"(1, 1)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 80}",0.5,0.3333333333333333,0.5,0.3333333333333333,0.8,0.49333333333333335,0.170489491367259,202,1.0,1.0,1.0,1.0,1.0,1.0,0.0
52,0,30,1.1657530784606933,0.2894077578801728,0.1651996612548828,0.05907305717377348,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 2)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6,0.48666666666666664,0.13597385369580758,203,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,0,30,1.1923973083496093,0.28647141790135733,0.15420231819152833,0.04869892537659236,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6,0.48666666666666664,0.13597385369580758,203,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15,0,30,1.2353994369506835,0.2927909698519875,0.16481151580810546,0.04661387176739764,"LogisticRegression(C=1, random_state=0)",1,"(1, 3)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.5,0.5,0.5,0.5,0.4,0.48,0.039999999999999994,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
78,0,30,1.2265978813171388,0.3060971604843449,0.1602001190185547,0.04757512651761418,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 3)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.5,0.5,0.5,0.5,0.4,0.48,0.039999999999999994,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
72,0,30,1.2059251308441161,0.2881344497892499,0.17059731483459473,0.04700321317019263,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 2)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.48,0.154344492037203,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
71,0,30,0.9712407112121582,0.18207414803366292,0.1550004005432129,0.04984903688096252,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 2)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 30}",0.5,0.3333333333333333,0.6666666666666666,0.5,0.4,0.48,0.1127435635019184,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57,0,30,1.3862927913665772,0.37268659776269775,0.18278985023498534,0.05560073237411439,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 3)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.5,0.5,0.5,0.5,0.4,0.48,0.039999999999999994,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
120,0,30,0.9572769641876221,0.17393132850145201,0.14039945602416992,0.03821888798391797,RandomForestClassifier(random_state=0),,"(1, 3)",30,entropy,"{'clf': RandomForestClassifier(random_state=0), 'clf__criterion': 'entropy', 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.5,0.5,0.5,0.5,0.4,0.48,0.039999999999999994,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,0,30,1.2275973320007325,0.25001939507994875,0.16940207481384278,0.04558658813064092,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 3)",30,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 3), 'select__percentile': 30}",0.5,0.5,0.5,0.5,0.4,0.48,0.039999999999999994,205,1.0,1.0,1.0,1.0,1.0,1.0,0.0
27,0,30,0.7519758701324463,0.09310007996107161,0.11899971961975098,0.03813209843714732,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 1)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 80}",0.5,0.16666666666666666,0.5,0.3333333333333333,0.8,0.45999999999999996,0.21018510360579265,212,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48,0,30,0.7400000095367432,0.058454485643730694,0.11880159378051758,0.04495934896917789,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 1)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 80}",0.5,0.16666666666666666,0.5,0.3333333333333333,0.8,0.45999999999999996,0.21018510360579265,212,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,0,30,1.1401521205902099,0.2899358414083187,0.13991227149963378,0.04862895338959029,"LogisticRegression(C=1, random_state=0)",0.5,"(1, 2)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.5, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.4466666666666666,0.12578641509408803,214,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,0,30,1.1817972183227539,0.2973778953697917,0.14319987297058107,0.05116979868372443,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.4466666666666666,0.12578641509408803,214,1.0,1.0,1.0,1.0,1.0,1.0,0.0
30,0,30,1.1557979106903076,0.27359422748829404,0.15980081558227538,0.05628065710988994,"LogisticRegression(C=1, random_state=0)",0.75,"(1, 2)",40,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.75, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 40}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.4466666666666666,0.12578641509408803,214,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10,0,30,1.1825966835021973,0.28484728741423926,0.13500161170959474,0.04312452435494575,"LogisticRegression(C=1, random_state=0)",1,"(1, 2)",50,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 1, 'preprocessing__bow__ngram_range': (1, 2), 'select__percentile': 50}",0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.4,0.4466666666666666,0.12578641509408803,214,1.0,1.0,1.0,1.0,1.0,1.0,0.0
126,0,30,0.3822177410125732,0.024892820477180583,0.06560630798339843,0.018894482471101197,SVC(random_state=0),,"(1, 1)",20,,"{'clf': SVC(random_state=0), 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 20}",0.8333333333333334,0.5,0.5,0.16666666666666666,0.2,0.44000000000000006,0.2425787386488034,218,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.7391304347826086,0.7083333333333334,0.6807971014492754,0.05993502748333972
69,0,30,0.7585164070129394,0.06540449003551124,0.12199907302856446,0.03634274983659709,"LogisticRegression(C=1, random_state=0)",0.25,"(1, 1)",80,,"{'clf': LogisticRegression(C=1, random_state=0), 'clf__C': 0.25, 'preprocessing__bow__ngram_range': (1, 1), 'select__percentile': 80}",0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.8,0.42666666666666664,0.21437246921084704,219,1.0,1.0,1.0,1.0,1.0,1.0,0.0
